bug_id,bug_precision,bug_recall,bug_f1,fix_precision,fix_recall,fix_f1,bug_score,fix_score,code_status
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
2,1.0,0.9,0.9473684210526316,1.0,0.7,0.8235294117647058,0.9473684210526316,0.8235294117647058,pass
3,0.43243243243243246,1.0,0.6037735849056604,0.43243243243243246,1.0,0.6037735849056604,0.6037735849056604,0.6037735849056604,notpass
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,notpass
5,0.6923076923076923,0.9473684210526315,0.7999999999999999,0.8571428571428571,0.9230769230769231,0.888888888888889,0.7999999999999999,0.888888888888889,pass
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
8,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.76,0.95,0.8444444444444444,0.9473684210526315,0.8444444444444444,notpass
9,1.0,0.8333333333333334,0.9090909090909091,1.0,1.0,1.0,0.9090909090909091,1.0,pass
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
11,0.7878787878787878,1.0,0.8813559322033898,0.6966292134831461,1.0,0.8211920529801325,0.8813559322033898,0.8211920529801325,notpass
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,notpass
14,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.75,0.84,0.7924528301886793,0.8888888888888888,0.7924528301886793,notpass
15,1.0,0.4444444444444444,0.6153846153846153,1.0,1.0,1.0,0.6153846153846153,1.0,notpass
17,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,pass
18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
