bug_id,bug_precision,bug_recall,bug_f1,fix_precision,fix_recall,fix_f1,bug_score,fix_score,code_status
1,0.8666666666666667,1.0,0.9285714285714286,0.36470588235294116,0.9393939393939394,0.5254237288135593,0.9285714285714286,0.5254237288135593,pass
3,0.8709677419354839,1.0,0.9310344827586207,0.8709677419354839,1.0,0.9310344827586207,0.9310344827586207,0.9310344827586207,notpass
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
6,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.6363636363636364,0.6363636363636364,notpass
7,0.8461538461538461,1.0,0.9166666666666666,0.8461538461538461,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,pass
8,1.0,1.0,1.0,0.9166666666666666,1.0,0.9565217391304348,1.0,0.9565217391304348,pass
9,0.96,1.0,0.9795918367346939,0.9629629629629629,1.0,0.9811320754716981,0.9795918367346939,0.9811320754716981,pass
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,notpass
11,0.8888888888888888,1.0,0.9411764705882353,0.5,0.16666666666666666,0.25,0.9411764705882353,0.25,pass
12,0.6153846153846154,1.0,0.761904761904762,1.0,0.9523809523809523,0.975609756097561,0.761904761904762,0.975609756097561,pass
13,0.5,1.0,0.6666666666666666,0.8125,1.0,0.896551724137931,0.6666666666666666,0.896551724137931,pass
14,0.8,1.0,0.888888888888889,1.0,1.0,1.0,0.888888888888889,1.0,pass
15,0.896551724137931,0.9285714285714286,0.912280701754386,0.9,0.9642857142857143,0.9310344827586207,0.912280701754386,0.9310344827586207,notpass
16,0.7,0.9767441860465116,0.8155339805825242,0.8484848484848485,0.9491525423728814,0.896,0.8155339805825242,0.896,pass
17,1.0,0.8461538461538461,0.9166666666666666,1.0,0.7692307692307693,0.8695652173913044,0.9166666666666666,0.8695652173913044,pass
19,1.0,1.0,1.0,0.8620689655172413,0.8928571428571429,0.8771929824561403,1.0,0.8771929824561403,pass
20,1.0,0.5,0.6666666666666666,1.0,0.4583333333333333,0.6285714285714286,0.6666666666666666,0.6285714285714286,pass
21,0.9,1.0,0.9473684210526316,1.0,1.0,1.0,0.9473684210526316,1.0,pass
22,1.0,1.0,1.0,0.9047619047619048,1.0,0.9500000000000001,1.0,0.9500000000000001,pass
24,0.9122807017543859,1.0,0.9541284403669724,0.9122807017543859,1.0,0.9541284403669724,0.9541284403669724,0.9541284403669724,pass
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
27,0.8115942028985508,1.0,0.896,0.8405797101449275,1.0,0.9133858267716535,0.896,0.9133858267716535,pass
28,1.0,0.9230769230769231,0.9600000000000001,1.0,0.875,0.9333333333333333,0.9600000000000001,0.9333333333333333,pass
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
30,0.8958333333333334,0.9347826086956522,0.9148936170212766,0.9019607843137255,0.92,0.9108910891089109,0.9148936170212766,0.9108910891089109,notpass
31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
35,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,0.7499999999999999,1.0,pass
36,0.9652173913043478,0.9823008849557522,0.9736842105263158,0.9732142857142857,0.9478260869565217,0.960352422907489,0.9736842105263158,0.960352422907489,pass
37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
39,0.9629629629629629,1.0,0.9811320754716981,1.0,0.7272727272727273,0.8421052631578948,0.9811320754716981,0.8421052631578948,pass
40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,notpass
41,0.8125,1.0,0.896551724137931,0.9333333333333333,1.0,0.9655172413793104,0.896551724137931,0.9655172413793104,pass
42,1.0,0.9,0.9473684210526316,1.0,0.9230769230769231,0.9600000000000001,0.9473684210526316,0.9600000000000001,pass
43,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,0.5,0.5,notpass
44,0.8947368421052632,1.0,0.9444444444444444,0.95,1.0,0.9743589743589743,0.9444444444444444,0.9743589743589743,pass
45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
46,1.0,0.95,0.9743589743589743,1.0,0.95,0.9743589743589743,0.9743589743589743,0.9743589743589743,pass
47,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,0.8571428571428571,1.0,pass
49,1.0,1.0,1.0,0.8461538461538461,1.0,0.9166666666666666,1.0,0.9166666666666666,pass
50,1.0,0.9285714285714286,0.962962962962963,1.0,0.9230769230769231,0.9600000000000001,0.962962962962963,0.9600000000000001,pass
51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pass
